ID,AGENT,TYPE,CONFIDENCE,SECURITY,VALIDATED
3262676920,Claude_Code,,,1,1
3263008372,Claude_Code,,,1,1
3263295503,Claude_Code,,,1,1
3263551854,Claude_Code,,,1,1
3263620445,Claude_Code,,,1,1
3263642723,Claude_Code,,,1,1
3263698092,Claude_Code,,,1,1
3263956892,Claude_Code,,,1,1
3263962317,Claude_Code,,,1,1
3094996224,Claude_Code,,,1,1
3095153117,Claude_Code,,,1,1
3095775731,Claude_Code,,,1,1
3097138785,Claude_Code,,,1,1
3098226964,Claude_Code,,,1,1
3098941386,Claude_Code,,,1,1
3098972655,Claude_Code,chore,10.0,1,1
3099021012,Claude_Code,,,1,0
3102120385,Claude_Code,,,1,1
3102446366,Claude_Code,,,1,1
3102550858,Claude_Code,,,1,1
3102907378,Claude_Code,,,1,1
3103194251,Claude_Code,,,1,1
3103203802,Claude_Code,,,1,1
3103257803,Claude_Code,,,1,1
3103909483,Claude_Code,,,1,1
3103976773,Claude_Code,,,1,1
3142135605,Claude_Code,,,1,1
3142263026,Claude_Code,,,1,1
3142270063,Claude_Code,,,1,1
3142317991,Claude_Code,,,1,1
3142764686,Claude_Code,,,1,1
3143515519,Claude_Code,,,1,1
3143590793,Claude_Code,,,1,1
3143942670,Claude_Code,,,1,1
3145279211,Claude_Code,,,1,1
3146658252,Claude_Code,,,1,1
3146950984,Claude_Code,,,1,1
3146992999,Claude_Code,,,1,1
3165556996,Claude_Code,,,1,1
3200254918,Claude_Code,,,1,1
3200283963,Claude_Code,,,1,0
3200382686,Claude_Code,,,1,1
3200427455,Claude_Code,,,1,1
3200463798,Claude_Code,,,1,1
3200698874,Claude_Code,feat,10.0,1,1
3201488968,Claude_Code,,,1,1
3201786828,Claude_Code,,,1,1
3201871599,Claude_Code,,,1,1
3202008178,Claude_Code,,,1,1
3202042185,Claude_Code,,,1,1
3202192969,Claude_Code,,,1,1
3202238880,Claude_Code,,,1,1
3202290123,Claude_Code,,,1,1
3202412670,Claude_Code,,,1,1
3202692899,Claude_Code,feat,10.0,1,1
3202736001,Claude_Code,,,1,1
3250080019,Claude_Code,fix,10.0,1,1
3250219204,Claude_Code,,,1,1
3250287611,Claude_Code,,,1,1
3250724389,Claude_Code,,,1,1
3250805023,Claude_Code,,,1,1
3250835492,Claude_Code,,,1,1
3250847191,Claude_Code,,,1,1
3251202807,Claude_Code,,,1,1
3251483478,Claude_Code,,,1,1
3251901866,Claude_Code,,,1,1
3252372705,Claude_Code,,,1,1
3252451149,Claude_Code,,,1,1
3253140454,Claude_Code,,,1,1
3106431705,Claude_Code,,,1,1
3106768317,Claude_Code,,,1,1
3107321792,Claude_Code,fix,10.0,1,1
3107855081,Claude_Code,,,1,1
3107968107,Claude_Code,,,1,1
3108300366,Claude_Code,,,1,1
3108335209,Claude_Code,,,1,1
3108508628,Claude_Code,,,1,1
3110781326,Claude_Code,,,1,1
3111001277,Claude_Code,,,1,1
3112459594,Claude_Code,,,1,1
3113137668,Claude_Code,,,1,1
3115027048,Claude_Code,feat,10.0,1,1
3115031702,Claude_Code,,,1,0
3116249247,Claude_Code,,,1,0
3180005978,Claude_Code,,,1,1
3180010110,Claude_Code,,,1,1
3180428837,Claude_Code,,,1,1
3180438740,Claude_Code,,,1,1
3180861189,Claude_Code,,,1,1
3181072021,Claude_Code,,,1,1
3181186826,Claude_Code,,,1,1
3181211141,Claude_Code,,,1,1
3181377106,Claude_Code,,,1,1
3181444398,Claude_Code,,,1,1
3182235776,Claude_Code,,,1,1
3183046014,Claude_Code,,,1,0
3183123698,Claude_Code,,,1,1
3183206888,Claude_Code,,,1,1
3183654611,Claude_Code,,,1,1
3245424440,Claude_Code,,,1,1
3245494947,Claude_Code,,,1,1
3245610493,Claude_Code,,,1,1
3245623236,Claude_Code,,,1,1
3245624520,Claude_Code,,,1,1
3245637946,Claude_Code,,,1,1
3245676041,Claude_Code,,,1,1
3245676828,Claude_Code,,,1,1
3245700036,Claude_Code,,,1,1
3245721171,Claude_Code,,,1,1
3245727124,Claude_Code,,,1,1
3245793350,Claude_Code,,,1,1
3245801762,Claude_Code,,,1,1
3245816725,Claude_Code,,,1,1
3245831736,Claude_Code,,,1,1
3245875841,Claude_Code,,,1,1
3245920847,Claude_Code,,,1,1
3245957596,Claude_Code,,,1,1
3245964200,Claude_Code,,,1,1
3246153401,Claude_Code,,,1,1
3258945821,Claude_Code,feat,10.0,1,1
3259125045,Claude_Code,,,1,1
3259461023,Claude_Code,,,1,1
3259789081,Claude_Code,,,1,1
3259825201,Claude_Code,,,1,1
3260051423,Claude_Code,,,1,0
3260347830,Claude_Code,,,1,1
3260368303,Claude_Code,,,1,1
3260374196,Claude_Code,,,1,1
3260720963,Claude_Code,feat,10.0,1,1
3260813720,Claude_Code,,,1,1
3260853682,Claude_Code,,,1,1
3261070294,Claude_Code,,,1,1
3261274302,Claude_Code,,,1,1
3261298477,Claude_Code,,,1,1
3261415188,Claude_Code,,,1,1
3187013821,Claude_Code,,,1,1
3187508252,Claude_Code,,,1,1
3188290959,Claude_Code,,,1,1
3188292286,Claude_Code,,,1,1
3188858394,Claude_Code,feat,10.0,1,1
3188865855,Claude_Code,feat,10.0,1,1
3189329306,Claude_Code,,,1,1
3189507528,Claude_Code,feat,10.0,1,1
3190458284,Claude_Code,,,1,1
3190504184,Claude_Code,,,1,1
3084940230,Claude_Code,,,1,1
3085234277,Claude_Code,,,1,1
3087392658,Claude_Code,,,1,0
3087697940,Claude_Code,,,1,1
3087794535,Claude_Code,,,1,1
3088673454,Claude_Code,,,1,1
3088709049,Claude_Code,,,1,1
3089020620,Claude_Code,,,1,1
3089059182,Claude_Code,,,1,1
3089390860,Claude_Code,,,1,1
3089499030,Claude_Code,,,1,1
3090190189,Claude_Code,,,1,1
3092456254,Claude_Code,,,1,1
3092493624,Claude_Code,,,1,1
3092847328,Claude_Code,,,1,1
3092933008,Claude_Code,,,1,1
3093758203,Claude_Code,,,1,1
3094192337,Claude_Code,,,1,1
3094346101,Claude_Code,,,1,1
3133058562,Claude_Code,feat,10.0,1,1
3133523404,Claude_Code,,,1,1
3133801985,Claude_Code,,,1,1
3134593346,Claude_Code,,,1,1
3134671951,Claude_Code,,,1,1
3134938995,Claude_Code,,,1,1
3135921088,Claude_Code,,,1,1
3136692795,Claude_Code,,,1,0
3136855318,Claude_Code,,,1,1
3137016036,Claude_Code,,,1,1
3137108231,Claude_Code,,,1,1
3138027382,Claude_Code,feat,10.0,1,1
3138218376,Claude_Code,,,1,1
3138227186,Claude_Code,,,1,1
3138362649,Claude_Code,feat,10.0,1,0
3138387778,Claude_Code,feat,10.0,1,1
3138637562,Claude_Code,,,1,1
3138663822,Claude_Code,,,1,1
3138899272,Claude_Code,,,1,1
3139035626,Claude_Code,,,1,1
3139778341,Claude_Code,,,1,1
3139958041,Claude_Code,,,1,1
3140025663,Claude_Code,fix,10.0,1,1
3140573830,Claude_Code,,,1,1
3140708028,Claude_Code,,,1,1
3140730266,Claude_Code,,,1,1
3141078036,Claude_Code,,,1,1
3141178048,Claude_Code,,,1,1
3203288570,Claude_Code,,,1,1
3203400925,Claude_Code,,,1,1
3203658598,Claude_Code,,,1,1
3203760361,Claude_Code,,,1,1
3203977651,Claude_Code,,,1,1
3203985620,Claude_Code,,,1,1
3204090280,Claude_Code,,,1,1
3204095117,Claude_Code,,,1,1
3204326243,Claude_Code,,,1,1
3204624537,Claude_Code,,,1,1
3204696090,Claude_Code,,,1,1
3204772289,Claude_Code,feat,10.0,1,1
3204784776,Claude_Code,docs,10.0,1,1
3204845214,Claude_Code,,,1,1
3205030084,Claude_Code,,,1,1
3205036797,Claude_Code,,,1,1
3205212254,Claude_Code,,,1,1
3205273752,Claude_Code,feat,10.0,1,1
3205376702,Claude_Code,,,1,1
3205685386,Claude_Code,,,1,1
3205717046,Claude_Code,,,1,1
3205849281,Claude_Code,,,1,1
3246926141,Claude_Code,,,1,1
3246990559,Claude_Code,,,1,1
3247201634,Claude_Code,,,1,1
3248043895,Claude_Code,,,1,1
3249018925,Claude_Code,,,1,1
3249301332,Claude_Code,,,1,1
3249843896,Claude_Code,,,1,1
3249921600,Claude_Code,,,1,1
3249930661,Claude_Code,,,1,1
3250024089,Claude_Code,feat,10.0,1,1
3250037917,Claude_Code,,,1,1
3175347306,Claude_Code,,,1,1
3175376782,Claude_Code,,,1,1
3176249645,Claude_Code,,,1,1
3177111177,Claude_Code,,,1,1
3177431322,Claude_Code,,,1,1
3177443373,Claude_Code,,,1,1
3177541739,Claude_Code,,,1,1
3177684817,Claude_Code,,,1,1
3177813726,Claude_Code,,,1,1
3178007458,Claude_Code,feat,10.0,1,1
3178642331,Claude_Code,,,1,1
3178831752,Claude_Code,,,1,1
3178973882,Claude_Code,,,1,1
3179430220,Claude_Code,,,1,1
3179738204,Claude_Code,,,1,1
3179926818,Claude_Code,,,1,1
3242221370,Claude_Code,,,1,1
3242231385,Claude_Code,,,1,1
3242472143,Claude_Code,,,1,1
3242686449,Claude_Code,,,1,1
3243001294,Claude_Code,,,1,1
3243185255,Claude_Code,,,1,1
3243283536,Claude_Code,,,1,1
3243786983,Claude_Code,,,1,1
3244131759,Claude_Code,,,1,1
3244277533,Claude_Code,,,1,1
3244345042,Claude_Code,,,1,1
3244360726,Claude_Code,,,1,1
3244853187,Claude_Code,,,1,1
3245072656,Claude_Code,,,1,1
3245085622,Claude_Code,,,1,1
3245126888,Claude_Code,,,1,1
3245171855,Claude_Code,,,1,1
3245390845,Claude_Code,,,1,1
3266151293,Claude_Code,,,1,1
3266255961,Claude_Code,,,1,1
3266414561,Claude_Code,,,1,1
3266467575,Claude_Code,,,1,1
3266492020,Claude_Code,,,1,1
3266496496,Claude_Code,,,1,1
3266524904,Claude_Code,,,1,1
3266580879,Claude_Code,,,1,1
3266725645,Claude_Code,,,1,1
3266763733,Claude_Code,feat,10.0,1,1
3266897340,Claude_Code,,,1,1
3266945001,Claude_Code,,,1,0
3266990733,Claude_Code,,,1,1
3266992618,Claude_Code,,,1,1
3267083881,Claude_Code,,,1,1
3267110060,Claude_Code,fix,9.0,1,1
3267162132,Claude_Code,,,1,1
3267171081,Claude_Code,,,1,1
3267173173,Claude_Code,,,1,1
3226800461,Claude_Code,feat,10.0,1,1
3227022337,Claude_Code,,,1,1
3227060071,Claude_Code,,,1,1
3227156450,Claude_Code,,,1,1
3227185460,Claude_Code,,,1,1
3227214044,Claude_Code,,,1,1
3227251946,Claude_Code,,,1,1
3227280575,Claude_Code,,,1,1
3227304118,Claude_Code,,,1,1
3227536781,Claude_Code,,,1,1
3227697896,Claude_Code,,,1,1
3227848405,Claude_Code,,,1,1
3228384080,Claude_Code,,,1,1
3228606454,Claude_Code,,,1,1
3228798347,Claude_Code,,,1,1
3228803249,Claude_Code,,,1,1
3228805838,Claude_Code,,,1,1
3229601439,Claude_Code,,,1,1
3229839828,Claude_Code,,,1,1
3230250061,Claude_Code,,,1,1
3230320240,Claude_Code,,,1,1
3058348349,Claude_Code,,,1,1
3159415433,Claude_Code,fix,10.0,1,1
3160496815,Claude_Code,,,1,1
3160590827,Claude_Code,,,1,1
3160647911,Claude_Code,feat,10.0,1,1
3160653118,Claude_Code,feat,10.0,1,1
3160673612,Claude_Code,,,1,1
3160901926,Claude_Code,,,1,1
3161074351,Claude_Code,,,1,1
3161514452,Claude_Code,,,1,1
3161517297,Claude_Code,,,1,1
3161604122,Claude_Code,,,1,1
3161742731,Claude_Code,,,1,1
3162809106,Claude_Code,,,1,1
3163673747,Claude_Code,,,1,0
3163684909,Claude_Code,,,1,1
3164250713,Claude_Code,feat,10.0,1,1
3164408722,Claude_Code,,,1,1
3164424234,Claude_Code,,,1,1
3164430059,Claude_Code,,,1,1
3164435611,Claude_Code,,,1,1
3164443743,Claude_Code,,,1,1
3164445440,Claude_Code,,,1,1
3274362044,Claude_Code,feat,9.0,1,1
3274560612,Claude_Code,,,1,1
3274616098,Claude_Code,,,1,1
3274715312,Claude_Code,,,1,1
3274773771,Claude_Code,,,1,1
3274812731,Claude_Code,,,1,1
3274815990,Claude_Code,,,1,1
3274898240,Claude_Code,,,1,1
3274910228,Claude_Code,,,1,1
3274969873,Claude_Code,fix,10.0,1,1
3274994896,Claude_Code,,,1,1
3275006827,Claude_Code,,,1,1
3275025076,Claude_Code,,,1,1
3275035904,Claude_Code,,,1,1
3275052308,Claude_Code,,,1,1
3275077543,Claude_Code,,,1,1
3275363506,Claude_Code,,,1,1
3275430828,Claude_Code,,,1,1
3275448809,Claude_Code,feat,10.0,1,0
3275455685,Claude_Code,feat,10.0,1,0
3275476404,Claude_Code,,,1,1
3275493919,Claude_Code,,,1,1
3275586128,Claude_Code,,,1,1
3275636693,Claude_Code,,,1,1
3275688990,Claude_Code,,,1,1
3275703861,Claude_Code,,,1,1
3275782719,Claude_Code,,,1,1
3276079676,Claude_Code,,,1,1
3276150504,Claude_Code,,,1,1
3276273167,Claude_Code,,,1,1
3276349823,Claude_Code,,,1,1
3276686637,Claude_Code,,,1,1
3253441973,Claude_Code,,,1,1
3253514254,Claude_Code,,,1,1
3253580300,Claude_Code,,,1,1
3253580940,Claude_Code,,,1,1
3253623975,Claude_Code,,,1,1
3254227894,Claude_Code,,,1,1
3254237693,Claude_Code,,,1,1
3254244667,Claude_Code,,,1,1
3254527033,Claude_Code,,,1,1
3254543413,Claude_Code,,,1,1
3254971279,Claude_Code,,,1,1
3194612243,Claude_Code,,,1,1
3194779766,Claude_Code,,,1,1
3195017110,Claude_Code,,,1,1
3196754392,Claude_Code,,,1,1
3197356800,Claude_Code,,,1,1
3197748608,Claude_Code,,,1,1
3197951815,Claude_Code,,,1,1
3197979101,Claude_Code,,,1,1
3198118439,Claude_Code,,,1,1
3198164263,Claude_Code,,,1,1
3198411328,Claude_Code,,,1,1
3165837659,Claude_Code,,,1,1
3165878546,Claude_Code,,,1,0
3166138485,Claude_Code,,,1,1
3166188769,Claude_Code,,,1,1
3166232181,Claude_Code,,,1,1
3166330759,Claude_Code,,,1,1
3166335251,Claude_Code,,,1,1
3166483745,Claude_Code,,,1,1
3166560044,Claude_Code,,,1,1
3166564384,Claude_Code,,,1,1
3166763749,Claude_Code,,,1,1
3167406746,Claude_Code,,,1,1
3147046188,Claude_Code,,,1,1
3147052046,Claude_Code,,,1,1
3147105681,Claude_Code,,,1,1
3147246285,Claude_Code,,,1,1
3147727883,Claude_Code,,,1,1
3148039268,Claude_Code,,,1,1
3148058561,Claude_Code,,,1,1
3148187713,Claude_Code,,,1,1
3148377136,Claude_Code,,,1,1
3148509336,Claude_Code,,,1,1
3151360963,Claude_Code,fix,9.0,1,1
3207752994,Claude_Code,,,1,1
3207914894,Claude_Code,feat,9.0,1,1
3207939263,Claude_Code,,,1,1
3208660440,Claude_Code,,,1,1
3208915805,Claude_Code,,,1,1
3209094315,Claude_Code,,,1,1
3209166017,Claude_Code,,,1,1
3209572390,Claude_Code,,,1,1
3209673752,Claude_Code,,,1,1
3209809980,Claude_Code,,,1,1
3209811571,Claude_Code,,,1,1
3210287738,Claude_Code,,,1,1
3210302830,Claude_Code,,,1,1
3210332907,Claude_Code,,,1,1
3210573812,Claude_Code,,,1,1
3210687248,Claude_Code,,,1,1
3210863780,Claude_Code,,,1,1
3212129806,Claude_Code,,,1,1
3212148634,Claude_Code,,,1,1
3212206965,Claude_Code,feat,10.0,1,1
3212306696,Claude_Code,fix,10.0,1,1
3212459297,Claude_Code,,,1,1
3184899372,Claude_Code,,,1,1
3184920791,Claude_Code,,,1,1
3185068355,Claude_Code,,,1,1
3185270835,Claude_Code,,,1,1
3185294538,Claude_Code,,,1,1
3185351926,Claude_Code,,,1,1
3185520772,Claude_Code,,,1,1
3185562379,Claude_Code,,,1,1
3185562693,Claude_Code,,,1,1
3185563160,Claude_Code,,,1,1
3185605245,Claude_Code,,,1,1
3185696858,Claude_Code,,,1,1
3185708722,Claude_Code,,,1,1
3186121702,Claude_Code,,,1,1
3186142353,Claude_Code,,,1,1
3118377887,Claude_Code,,,1,1
3118678348,Claude_Code,,,1,1
3119059495,Claude_Code,,,1,1
3119665862,Claude_Code,,,1,1
3122632566,Claude_Code,,,1,1
3123551615,Claude_Code,,,1,1
3124880168,Claude_Code,,,1,1
3126208002,Claude_Code,,,1,1
3126246838,Claude_Code,,,1,1
3105926969,Claude_Code,feat,10.0,1,1
3106081805,Claude_Code,,,1,1
3234378107,Claude_Code,,,1,1
3234388475,Claude_Code,,,1,1
3234453317,Claude_Code,,,1,1
3235103212,Claude_Code,feat,10.0,1,1
3235197341,Claude_Code,,,1,1
3235654461,Claude_Code,,,1,1
3236204125,Claude_Code,,,1,0
3236322154,Claude_Code,,,1,1
3236975670,Claude_Code,,,1,1
3237145120,Claude_Code,,,1,1
3237194837,Claude_Code,,,1,1
3237225147,Claude_Code,,,1,1
3237264720,Claude_Code,,,1,1
3237336093,Claude_Code,,,1,1
3237393201,Claude_Code,,,1,1
3237402886,Claude_Code,,,1,1
3237616190,Claude_Code,,,1,1
3237921980,Claude_Code,,,1,1
3222537317,Claude_Code,,,1,1
3222590360,Claude_Code,,,1,1
3223045231,Claude_Code,,,1,1
3223787802,Claude_Code,,,1,1
3223902586,Claude_Code,,,1,1
3224004484,Claude_Code,,,1,1
3224655374,Claude_Code,,,1,1
3224776419,Claude_Code,,,1,1
3224806577,Claude_Code,,,1,0
3224818734,Claude_Code,,,1,1
3224889206,Claude_Code,,,1,1
3224997684,Claude_Code,,,1,0
3225097036,Claude_Code,,,1,1
3225254847,Claude_Code,,,1,1
3225257168,Claude_Code,,,1,1
3225272383,Claude_Code,,,1,1
3225283762,Claude_Code,,,1,1
3225420027,Claude_Code,,,1,1
3225442891,Claude_Code,,,1,1
3225447979,Claude_Code,,,1,1
3225496296,Claude_Code,,,1,1
3225513634,Claude_Code,,,1,1
3225532720,Claude_Code,,,1,1
3225592676,Claude_Code,,,1,1
3225596067,Claude_Code,,,1,1
3225604239,Claude_Code,,,1,1
3268464597,Claude_Code,,,1,1
3268466497,Claude_Code,,,1,1
3268737232,Claude_Code,,,1,1
3268751532,Claude_Code,,,1,1
3269032263,Claude_Code,feat,9.0,1,1
3269462234,Claude_Code,,,1,1
3269703997,Claude_Code,fix,10.0,1,1
3269739035,Claude_Code,,,1,1
3269831635,Claude_Code,fix,10.0,1,0
3269924867,Claude_Code,,,1,1
3270416685,Claude_Code,,,1,1
3270505817,Claude_Code,,,1,1
3270515984,Claude_Code,,,1,0
3270784025,Claude_Code,,,1,1
3271014961,Claude_Code,feat,10.0,1,1
3271101859,Claude_Code,,,1,1
3271136191,Claude_Code,,,1,1
3271375118,Claude_Code,,,1,1
3271404590,Claude_Code,,,1,1
3271462804,Claude_Code,,,1,1
3271491132,Claude_Code,,,1,1
2911485337,Claude_Code,,,1,0
2915468465,Claude_Code,,,1,1
3238488371,Claude_Code,,,1,1
3239189439,Claude_Code,,,1,1
3239484917,Claude_Code,,,1,1
3240088486,Claude_Code,,,1,1
3240493203,Claude_Code,,,1,1
3240533897,Claude_Code,feat,10.0,1,1
3240709432,Claude_Code,,,1,1
3240890263,Claude_Code,,,1,1
3241050455,Claude_Code,,,1,0
3241066464,Claude_Code,,,1,1
3241420166,Claude_Code,,,1,1
3241426000,Claude_Code,,,1,1
3241519175,Claude_Code,,,1,1
3241861541,Claude_Code,docs,10.0,1,1
3241868149,Claude_Code,,,1,1
3241945321,Claude_Code,,,1,1
3225638764,Claude_Code,,,1,1
3225648260,Claude_Code,,,1,1
3225687486,Claude_Code,,,1,1
3225735959,Claude_Code,,,1,1
3225813140,Claude_Code,,,1,1
3225855355,Claude_Code,,,1,1
3225975684,Claude_Code,,,1,1
3225983332,Claude_Code,,,1,1
3226044177,Claude_Code,,,1,1
3226173120,Claude_Code,,,1,1
3226223398,Claude_Code,,,1,1
3226267159,Claude_Code,,,1,1
3226308488,Claude_Code,,,1,1
3226448409,Claude_Code,,,1,1
3226530439,Claude_Code,,,1,1
3226600080,Claude_Code,,,1,1
3267180487,Claude_Code,,,1,1
3267182628,Claude_Code,,,1,1
3267208929,Claude_Code,,,1,1
3267220106,Claude_Code,,,1,1
3267266718,Claude_Code,,,1,1
3267278461,Claude_Code,,,1,1
3267343067,Claude_Code,,,1,1
3267358428,Claude_Code,,,1,1
3267386298,Claude_Code,,,1,1
3267389110,Claude_Code,,,1,1
3267501317,Claude_Code,,,1,1
3267513345,Claude_Code,,,1,1
3267515358,Claude_Code,,,1,1
3267522764,Claude_Code,,,1,1
3267540382,Claude_Code,,,1,1
3267602007,Claude_Code,feat,10.0,1,1
3267605140,Claude_Code,docs,10.0,1,1
3267607501,Claude_Code,,,1,1
3267636884,Claude_Code,,,1,1
3267659267,Claude_Code,,,1,1
3267680432,Claude_Code,,,1,1
3267722454,Claude_Code,,,1,1
3267731229,Claude_Code,,,1,1
3267732170,Claude_Code,,,1,1
3267769906,Claude_Code,,,1,1
3267854313,Claude_Code,,,1,1
3267854786,Claude_Code,,,1,1
3267957812,Claude_Code,,,1,1
3267960361,Claude_Code,,,1,1
3268016949,Claude_Code,,,1,1
3268057092,Claude_Code,,,1,0
3268114766,Claude_Code,,,1,1
2922676503,Claude_Code,feat,10.0,1,1
2923395271,Claude_Code,,,1,1
2925498569,Claude_Code,,,1,1
2939825635,Claude_Code,,,1,0
2985351959,Claude_Code,docs,10.0,1,1
3023316031,Claude_Code,,,1,0
3047699666,Claude_Code,test,9.0,1,1
3050007476,Claude_Code,,,1,1
3255302151,Claude_Code,,,1,1
3255673872,Claude_Code,,,1,1
3255768154,Claude_Code,,,1,1
3256028826,Claude_Code,,,1,1
3256732074,Claude_Code,,,1,1
3256741629,Claude_Code,,,1,1
3256763382,Claude_Code,,,1,1
3256876291,Claude_Code,,,1,1
3257082592,Claude_Code,,,1,1
3257135037,Claude_Code,,,1,1
3257445398,Claude_Code,,,1,1
3257530116,Claude_Code,,,1,1
3257540442,Claude_Code,,,1,1
3257667101,Claude_Code,,,1,1
3257857055,Claude_Code,,,1,1
3258033115,Claude_Code,,,1,1
3258178901,Claude_Code,,,1,1
3258441985,Claude_Code,,,1,1
3258566276,Claude_Code,,,1,1
3190585511,Claude_Code,,,1,1
3191484806,Claude_Code,,,1,1
3191522287,Claude_Code,,,1,1
3192178981,Claude_Code,,,1,1
3192197975,Claude_Code,,,1,1
3192457080,Claude_Code,,,1,1
3192955392,Claude_Code,,,1,1
3193033065,Claude_Code,,,1,1
3193137181,Claude_Code,,,1,1
3194358323,Claude_Code,,,1,1
3194476792,Claude_Code,,,1,1
3276837835,Claude_Code,,,1,1
3276865460,Claude_Code,,,1,1
3277058055,Claude_Code,,,1,1
3277189933,Claude_Code,,,1,1
3277329042,Claude_Code,fix,10.0,1,0
3277476643,Claude_Code,,,1,1
3277568220,Claude_Code,,,1,1
3277587311,Claude_Code,,,1,1
3277632484,Claude_Code,,,1,0
